Pfam_ID	Description
PF16908	Vacuolar sorting-associated protein 13, N-terminal
PF16909	Vacuolar-sorting-associated 13 protein C-terminal
PF16910	Repeating coiled region of VPS13
PF16912	Glucose dehydrogenase C-terminus
PF16916	Dimerisation domain of Zinc Transporter
PF16921	Tex protein YqgF-like domain
PF16949	Putative ATP-binding cassette
PF16967	E-set like domain
PF16969	RNA-binding signal recognition particle 68
PF16970	Type-1 fimbrial protein, A
PF16973	Flagellar motor switch protein FliN N-terminal
PF16978	SAPK-interacting protein 1 (Sin1), middle CRIM domain
PF16979	SAPK-interacting protein 1 (Sin1), Pleckstrin-homology
PF16980	Putative citrate transport
PF16989	Type VI secretion, EvfE, EvfF, ImpA, BimE, VC_A0119, VasJ
PF17001	Type III secretion basal body protein I, YscI, HrpB, PscI
PF17004	Putative TPR-like repeat
PF17005	WD40-like domain
PF17017	Aberrant zinc-finger
PF17032	zinc-ribbon family
PF17034	Zinc-ribbon like family
PF17035	Bromodomain extra-terminal - transcription regulation
PF17045	Centrosomal protein of 63 kDa
PF17047	Synaptotagmin-like mitochondrial-lipid-binding domain
PF17057	Poxviridae B3 protein
PF17066	RBPJ-interacting and tubulin associated protein
PF17069	Arginine/Serine-Rich protein 1
PF17090	Uncharacterised protein family
PF17092	Penicillin-binding protein OB-like domain
PF17095	Spectrin-binding region of Ca2+-Calmodulin
PF17120	Zinc-ribbon, C4HC2 type
PF17123	RING-like zinc finger
PF17137	Domain of unknown function (DUF5110)
PF17146	PIN domain of ribonuclease
PF17147	Pyruvate:ferredoxin oxidoreductase core domain II
PF17154	Gammaproteobacterial periplasmic sensor domain
PF17157	Gammaproteobacterial periplasmic sensor domain
PF17170	6-bladed beta-propeller
PF17177	Pentacotripeptide-repeat region of PRORP
PF17185	NlpE C-terminal OB domain
PF17188	MucB/RseB C-terminal domain
PF17191	RecG wedge domain
PF17192	MukF middle domain
PF17193	MukF C-terminal domain
PF17202	Single cache domain 3
PF17203	Single cache domain 3
PF17205	Integrin plexin domain
PF17207	MCM OB domain
PF17210	SdrD B-like domain
PF17211	VHL box domain
PF17215	S1 domain
PF17216	Rrp44-like cold shock domain
PF17218	CBX family C-terminal motif
PF17219	Yaf2/RYBP C-terminal binding motif
PF17229	Serine/threonine-protein kinase SMG1 N-terminal
PF17256	Anaphase-promoting complex, subunit 16
PF17283	SprT-like zinc ribbon domain
PF17287	POTRA domain
PF17297	Phosphoenolpyruvate carboxykinase N-terminal domain
PF17339	PH domain
PF17391	Urocanase N-terminal domain
PF17392	Urocanase C-terminal domain
PF17432	Domain of unknown function (DUF3458_C) ARM repeats
PF17440	Thiol-activated cytolysin beta sandwich domain
PF17475	Clostridial binary toxin B/anthrax toxin PA domain 2
PF17476	Clostridial binary toxin B/anthrax toxin PA domain 3
PF17489	L1 transposable element trimerization domain
PF17490	L1 transposable element dsRBD-like domain
PF17517	IgGFc binding protein
PF17655	Inward rectifier potassium channel C-terminal domain
PF17657	Bacterial DNA polymerase III alpha subunit finger domain
PF17667	Fungal protein kinase
PF17674	HHH domain
PF17675	Apg6 coiled-coil region
PF17677	Glycosyl hydrolases family 38 C-terminal beta sandwich domain
PF17681	Gamma tubulin complex component N-terminal
PF17683	TFIIF, beta subunit N-terminus
PF17692	Family of unknown function (DUF5538)
PF17696	Family of unknown function (DUF5542)
PF17708	Gasdermin PUB domain
PF17729	Family of unknown function (DUF5569)
PF17736	C17orf99 Ig domain
PF17738	Family of unknown function (DUF5575)
PF17739	Family of unknown function (DUF5576)
PF17740	Family of unknown function (DUF5577)
PF17749	Microtubule-binding protein MIP-T3 C-terminal region
PF17751	SKICH domain
PF17753	Ig-fold domain
PF17755	UvrA DNA-binding domain
PF17756	RET Cadherin like domain 1
PF17757	UvrB interaction domain
PF17759	Phenylalanyl tRNA synthetase beta chain CLM domain
PF17760	UvrA interaction domain
PF17767	Nicotinate phosphoribosyltransferase (NAPRTase) N-terminal domain
PF17768	RecJ OB domain
PF17770	Ribonuclease J C-terminal domain
PF17771	ADAM cysteine-rich domain
PF17772	MYST family zinc finger domain
PF17773	UPF0176 acylphosphatase like domain
PF17775	UPF0225 domain
PF17776	NLRC4 helical domain HD2
PF17779	NOD2 winged helix domain
PF17780	OCRE domain
PF17781	RPN1/RPN2 N-terminal domain
PF17786	Mannosidase Ig/CBM-like domain
PF17788	HypF Kae1-like domain
PF17789	Macroglobulin domain MG4
PF17791	Macroglobulin domain MG3
PF17794	Major Vault Protein repeat domain
PF17795	Major Vault Protein Repeat domain
PF17796	Major Vault Protein repeat domain
PF17802	Prealbumin-like fold domain
PF17803	Bacterial cadherin-like domain
PF17804	Tail specific protease N-terminal domain
PF17809	UPA domain
PF17810	Arginine decarboxylase helical bundle domain
PF17811	Jumonji helical domain
PF17817	PDZ domain
PF17820	PDZ domain
PF17823	Family of unknown function (DUF5585)
PF17825	Family of unknown function (DUF5587)
PF17827	PrmC N-terminal domain
PF17830	STI1 domain
PF17831	Pyruvate dehydrogenase E1 component middle domain
PF17838	PH domain
PF17846	Xrn1 helical domain
PF17848	Acetyl-coA carboxylase zinc finger domain
PF17849	Dis3-like cold-shock domain 2 (CSD2)
PF17852	Dynein heavy chain AAA lid domain
PF17853	GGDEF-like domain
PF17854	FtsK alpha domain
PF17855	MCM AAA-lid domain
PF17862	AAA+ lid domain
PF17863	AAA lid domain
PF17864	RuvB AAA lid domain
PF17865	Midasin AAA lid domain
PF17867	Midasin AAA lid domain
PF17870	Insulin receptor trans-membrane segment
PF17871	AAA lid domain
PF17874	MalT-like TPR region
PF17876	Cold shock domain
PF17887	Jak1 pleckstrin homology-like domain
PF17889	NLRC4 helical domain
PF17900	Peptidase M1 N-terminal domain
PF17902	SH3 domain
PF17904	FMRP KH0 domain
PF17906	HTH domain in Mos1 transposase
PF17907	AWS domain
PF17910	FeoB cytosolic helical domain
PF17911	Ski2 N-terminal region
PF17912	MalK OB fold domain
PF17913	FHA domain
PF17916	LIM interaction domain (LID)
PF17941	Polyphosphate kinase C-terminal domain 1
PF17942	Morc6 ribosomal protein S5 domain 2-like
PF17944	Arginine decarboxylase C-terminal helical extension
PF17946	RecC C-terminal domain
PF17956	Nicotinate phosphoribosyltransferase C-terminal domain
PF17959	EF-hand domain
PF17960	TIG domain
PF17962	Bacterial macroglobulin domain 6
PF17971	Leukemia inhibitory factor receptor D2 domain
PF17972	Bacterial Alpha-2-macroglobulin MG5 domain
PF17973	Bacterial Alpha-2-macroglobulin MG10 domain
PF17980	Cysteine rich ADD domain in DNMT3
PF17982	NSD Cys-His rich domain
PF17989	Actin like proteins N terminal domain
PF17999	Pullulanase N1-terminal domain
PF18001	Interleukin-13 receptor subunit alpha Ig-like domain
PF18004	26S proteasome regulatory subunit RPN2 C-terminal domain
PF18005	eIF3 subunit M, C-terminal helix
PF18011	C-terminal domain found in long catalases
PF18016	SAM domain (Sterile alpha motif)
PF18017	SAM domain (Sterile alpha motif)
PF18018	DNA polymerase delta subunit OB-fold domain
PF18020	TIG domain found in plexin
PF18023	BDBT FKBP like N-terminal
PF18024	Helix-turn-helix domain
PF18028	Zmiz1 N-terminal tetratricopeptide repeat domain
PF18031	Ubiquitin carboxyl-terminal hydrolases
PF18035	Bap31/Bap29 cytoplasmic coiled-coil domain
PF18038	FERM N-terminal domain
PF18039	UBA-like domain
PF18044	CCCH-type zinc finger
PF18051	26S proteasome non-ATPase regulatory subunit RPN1 C-terminal
PF18053	DNA gyrase B subunit insert domain
PF18066	Phage ABA sandwich domain
PF18071	HMW1C N-terminal
PF18072	Formylglycinamide ribonucleotide amidotransferase linker domain
PF18073	Rubredoxin metal binding domain
PF18075	FtsX extracellular domain
PF18076	Formylglycinamide ribonucleotide amidotransferase N-terminal
PF18091	E3 Ubiquitin Ligase RBR C-terminal domain
PF18097	Vta1 C-terminal domain
PF18098	26S proteasome regulatory subunit RPN5 C-terminal domain
PF18100	Phosphodiesterase 4 upstream conserved regions (UCR)
PF18104	Jumonji domain-containing protein 2A Tudor domain
PF18110	BRCC36 C-terminal helical domain
PF18112	Autophagy receptor zinc finger-C2H2 domain
PF18114	Suv3 helical N-terminal domain
PF18115	DNA repair protein Crb2 Tudor domain
PF18119	RIG-I receptor C-terminal domain
PF18121	TFA2 Winged helix domain 2
PF18124	Kindlin-2 N-terminal domain
PF18127	Domain of unknown function (DUF5598)
PF18129	Xrn1 SH3-like domain
PF18137	Origin recognition complex winged helix C-terminal
PF18140	Propionyl-coenzyme A carboxylase BT domain
PF18141	Domain of unknown function (DUF5599)
PF18147	Suv3 C-terminal domain 1
PF18149	N-terminal helicase PWI domain
PF18150	Domain of unknown function (DUF5600)
PF18193	Fibrillin 1 unique N-terminal domain
PF18198	Dynein heavy chain AAA lid domain
PF18199	Dynein heavy chain C-terminal domain
PF18201	PIH1 CS-like domain
PF18253	Hsp70-interacting protein N N-terminal domain
PF18254	HMW1 domain 2
PF18265	Nas2 N_terminal domain
PF18267	Rubredoxin NAD+ reductase C-terminal domain
PF18276	Tc toxin complex TcA C-terminal TcB-binding domain
PF18279	Werner helicase-interacting protein 1 ubiquitin-binding domain
PF18282	RAP80 N-terminal ubiquitin interaction motif
PF18293	Caprin-1 dimerization domain
PF18300	Domain of unknown function (DUF5604)
PF18308	GGA N-GAT domain
PF18317	Shikimate 5'-dehydrogenase C-terminal domain
PF18326	RFX5 N-terminal domain
PF18327	Proline utilization A proline dehydrogenase N-terminal domain
PF18332	Exoribonuclease Xrn1 D1 domain
PF18334	Exoribonuclease Xrn1 D2/D3 domain
PF18335	ATP-dependent RecD-like DNA helicase SH3 domain
PF18336	Fragile X mental retardation Tudor domain
PF18337	RapA N-terminal Tudor like domain
PF18339	RapA N-terminal Tudor like domain 1
PF18345	Zinc finger domain
PF18346	Mind bomb SH3 repeat domain
PF18348	Bacterial dipeptidyl-peptidase Sh3 domain
PF18358	Histone methyltransferase Tudor domain
PF18359	Histone methyltransferase Tudor domain 1
PF18360	Heterogeneous nuclear ribonucleoprotein Q acidic domain
PF18366	Zic proteins zinc finger domain
PF18370	Rhamnogalacturonan I lyases beta-sheet domain
PF18372	Integrin beta epidermal growth factor like domain 1
PF18373	Spectrin like domain
PF18377	FERM F2 acyl-CoA binding protein-like domain
PF18379	FERM F1 ubiquitin-like domain
PF18381	YcaO cyclodehydratase C-terminal domain
PF18385	T-lymphoma invasion and metastasis CC-Ex domain
PF18387	Zinc-fingers and homeoboxes C2H2 finger domain
PF18389	TrmO C-terminal domain
PF18390	Glycogen debranching enzyme C-terminal domain
PF18391	CHIP N-terminal tetratricopeptide repeat domain
PF18394	TANK-binding kinase 1 coiled-coil domain 1
PF18396	TANK binding kinase 1 ubiquitin-like domain
PF18397	IQBAL scaffold dimerization domain
PF18408	C2H2 Hakai zinc finger domain
PF18413	Neuraminidase-like domain
PF18415	Histidine kinase receptor ArcB trans-membrane domain
PF18416	N-acetylglucosamine binding protein domain 2
PF18418	Ankyrin ubiquitin-binding domain
PF18424	Alpha-Dystroglycan N-terminal domain 2
PF18428	BRCA1 C Terminus (BRCT) domain
PF18429	Domain of unknown function (DUF5609)
PF18434	Kazal-type serine protease inhibitor domain
PF18435	Esterase Ig-like N-terminal domain
PF18439	Ubiquitin-Binding Zinc Finger
PF18445	PR zinc knuckle motif
PF18447	Fibronectin type III domain
PF18452	Immunoglobulin domain
PF18483	Bacterial lectin
PF18485	Glutathione S-transferase, N-terminal domain
PF18486	PNGase/UBA- or UBX-containing domain
PF18496	Collagenase G catalytic helper subdomain
PF18521	Transactivation domain 2
PF18547	Halobacterial output domain 2
PF18561	Endoribonuclease Regnase 1/ ZC3H12 C-terminal domain
PF18567	Toll/interleukin-1 receptor domain
PF18568	TRIM C-terminal subgroup One Signature domain
PF18573	BclA C-terminal domain
PF18574	C2HC Zing finger domain
PF18580	SUN2 coiled coil domain 2
PF18581	Synaptonemal complex 2 armadillo-repeat-like domain
PF18584	Synaptonemal complex 2 Spt16M-like domain
PF18587	PTX/LNS-Like (PLL) domain
PF18608	XIAP-associated factor 1 C-terminal domain
PF18617	Nucleoporin Nup214 phenylalanine-glycine (FG) domain
PF18619	GPCR-Autoproteolysis-INducing (GAIN) subdomain A
PF18694	Transactive response DNA-binding protein N-terminal domain
PF18695	Cytosolic phospholipases A2 C2-domain
PF18696	Synaptotagmin-like, mitochondrial and lipid-binding domain
PF18698	Histidine kinase sensor domain
PF18707	Interleukin-2 receptor subunit beta N-terminal domain 1
PF18716	Vms1-associating treble clef domain
PF18717	CxC4 like cysteine cluster associated with KDZ transposases
PF18720	Tenascin EGF domain
PF18739	Apea-like HEPN
PF18750	Secreted Novel AID/APOBEC-like Deaminase 4
PF18766	SWI2/SNF2 ATPase
PF18769	APOBEC1
PF18770	Armadillo tether-repeat of vescicular transport factor
PF18771	APOBEC3
PF18772	APOBEC2
PF18773	Importin 13 repeat
PF18774	APOBEC4-like -AID/APOBEC-deaminase
PF18775	APOBEC4
PF18777	Chromosome region maintenance or exportin repeat
PF18778	Novel AID APOBEC clade 1
PF18782	Novel AID APOBEC clade 2
PF18784	CRM1 / Exportin repeat 2
PF18786	Importin 13 repeat
PF18787	CRM1 / Exportin repeat 3
PF18801	response regulator aspartate phosphatase H, N terminal
PF18806	Importin 13 repeat
PF18807	Tripartite Tc toxins repeat
PF18808	Importin repeat
PF18811	Dipeptidyl peptidase IV (DPP IV) low complexity region
PF18826	bacteroidetes VLRF1 release factor
PF18829	Importin repeat 6
PF18837	Leucine-rich repeat
PF18868	Zinc finger C2H2-type, 3 repeats
